lm_candidate_id,name,record_kind,region,area,locality,entity_type,role,affiliation,website,activity_tags,activity_summary,source_urls,source_count,source_domains,official_or_sector_source_count,exa_passes,exa_pass_count,raw_record_count,duplicate_collapsed,discovery_evidence_score,evidence_grade,candidate_tier,location_confidence,enhancement_status,enhancement_note,lm_record_status,lm_presence,verification_status,coordinate_status,latitude,longitude,boundary_match,boundary_match_confidence,staging_batch,staging_basis
exg-hawke-s-bay-alasdair-mcmakin,Alasdair McMakin,person,Hawke's Bay,,Bay View,individual,Ecological Services Specialist,Better Nature Ecological Services,,predator control | native planting | ecological restoration,"Specializes in pest and possum control, ecological restoration, native planting, and site preparation.",https://linkedin.com/in/alasdair-mcmakin-558a1b73,1,linkedin.com,0,02-PEOPLE,1,1,False,58,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-alice-rule,Alice Rule,person,Hawke's Bay,,Havelock North,individual,Project lead,Karamu River Catchment Collective,,wetland restoration | native planting | catchment restoration,Leads catchment wetland restoration and native planting projects.,https://www.rnz.co.nz/news/regions_hawkes-bay/620438/community-plants-wetlands-a-decade-after-country-s-worst-waterborne-illness-outbreak,1,rnz.co.nz,0,02-PEOPLE,1,1,False,61,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-andy-gunson,Andy Gunson,person,Hawke's Bay,,Kahahakuri,individual,Chair,Kahahakuri Catchment Group,,weed control | catchment management | biosecurity | erosion control | stream restoration,Works with the local catchment group to develop management plans for controlling invasive weeds in waterways.,https://www.nzherald.co.nz/hawkes-bay-today/central-hawkes-bay-mail/chb-cow-cress-concerns-in-kahahakuri-addressed/CL37N654JNAPFK7RRLOWW26BO4/ | https://www.tukitukilandcare.org/post/120-000-awarded-to-twelve-chb-catchment-groups,2,nzherald.co.nz | tukitukilandcare.org,0,02-PEOPLE,1,1,False,63,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-andy-lowe,Andy Lowe,person,Hawke's Bay,,Cape Kidnappers,individual,Co-founder and landowner,Cape Sanctuary,https://www.capesanctuary.co.nz/our-vision,predator control | habitat restoration | seabird conservation,"Co-founded landscape-scale predator and pest control, habitat restoration and wildlife recovery at Cape Sanctuary.",https://www.capesanctuary.co.nz/our-vision,1,capesanctuary.co.nz,0,02-PEOPLE,1,1,False,56,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-angie-denby,Angie Denby,person,Hawke's Bay,,Ahuriri,individual,Chair,Ahuriri Estuary Protection Society,,coastal restoration | litter clean-up | community conservation,Coordinates estuary litter clean-ups and restoration collaboration.,https://www.nzherald.co.nz/hawkes-bay-today/news/napiers-ahuriri-estuary-protection-society-turns-40/A73EH54IYGA4CPK5W3XLXVNIZY/,1,nzherald.co.nz,0,02-PEOPLE,1,1,False,55,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-anna-madarasz-smith,Anna Madarasz-Smith,person,Hawke's Bay,,Ahuriri,individual,Technical Advisory Group,Te Komiti Muriwai o te Whanga,,environmental management | estuary restoration | coastal science,Provides technical advice for the management and restoration of the Ahuriri Estuary.,https://www.linkedin.com/in/anna-madarasz-smith | https://baybuzz.co.nz/a-taonga-in-our-hands-the-future-of-ahuriri-estuary/,2,baybuzz.co.nz | linkedin.com,0,02-PEOPLE,1,1,False,66,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-annette-brosnan,Annette Brosnan,person,Hawke's Bay,,Napier,individual,Deputy Mayor,Napier City Council,,wetland restoration | water quality,Leads initiatives to improve urban water quality and habitat development for Ahuriri Regional Park.,https://baybuzz.co.nz/a-taonga-in-our-hands-the-future-of-ahuriri-estuary/,1,baybuzz.co.nz,0,02-PEOPLE,1,1,False,51,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-anthony-campbell,Anthony Campbell,person,Hawke's Bay,,Ahuriri,individual,Team leader,Kaitiaki Rangers,,native planting | predator control | coastal wildlife protection,Leads rangers undertaking native planting and trap installation for kororā habitat protection.,https://www.napierport.co.nz/collaborative-habitat-enhancement-project-set-to-benefit-ahuriri-korora-population/,1,napierport.co.nz,0,02-PEOPLE,1,1,False,61,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-antony-rewcastle,Antony Rewcastle,person,Hawke's Bay,,Waitangi,individual,Landscape Architect,Hawkes Bay Regional Council,,wetland restoration,Landscape architect involved in wetland habitat restoration at Waitangi Regional Park,https://nzila.co.nz/news/2019/03/pathway-of-wetland-habitat-restoration-continues-a,1,nzila.co.nz,0,02-PEOPLE,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-arthur-bowen,Arthur Bowen,person,Hawke's Bay,,Mahia,individual,Cultural health index coordinator,Whangawehi Catchment Management Group,,freshwater monitoring | mātauranga Māori | native planting,"Monitors the scientific, cultural and spiritual health of waterways and supports planting sessions.",https://www.nzherald.co.nz/gisborne-herald/lifestyle/restoring-an-awa-one-plant-at-a-time/OJECEV53DNH4ZMRC5U7HC6NDLI/,1,nzherald.co.nz,0,02-PEOPLE,1,1,False,54,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-ben-tosswill,Ben Tosswill,person,Hawke's Bay,,Pōrangahau,individual,Farmer,Birch Hill Station,,native forest protection | predator control | fencing,"Protects native forest through covenanting, deer fencing and predator control.",https://www.nzherald.co.nz/the-country/news/porangahaus-birch-hill-station-amys-forest-protected-by-qeii-covenant-and-fencing/EGU3SO323NE55BZSRSFAOTUMGY/,1,nzherald.co.nz,0,02-PEOPLE,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-bernie-gunn,Bernie Gunn,person,Hawke's Bay,,Fernhill,individual,"Farmer, nurseryman and conservationist",Independent,,native nursery | native planting | lake restoration,Grows native trees and coordinates planting to restore Lake Rūnanga.,https://www.nzherald.co.nz/hawkes-bay-today/news/major-planting-to-help-restore-lake-runanga/4YIHE7TPJAEWJFUQZI2AH73VRA/,1,nzherald.co.nz,0,02-PEOPLE,1,1,False,54,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-bevan-taylor,Bevan Taylor,person,Hawke's Bay,,Maungaharuru,individual,Kaumatua,Maungaharuru-Tangitū Trust,,cultural heritage | conservation support | ecological restoration | conservation | biosecurity,Carved traditional structures such as the Wharewaka and Waharoa for reserves managed under the conservation project.,https://tangoio.maori.nz/kaupapa/our-treasured-environment/poutiri-ao-o-tane/ | https://www.pfhb.nz/poutiri-ao-o-tane/ | https://www.ecoed.org.nz/our-whanau/history/,3,ecoed.org.nz | pfhb.nz | tangoio.maori.nz,0,02-PEOPLE,1,1,False,68,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-biddy-tully,Biddy Tully,person,Hawke's Bay,,Takapau,individual,Principal,Takapau School,,native planting | environmental education,Managed school involvement in community riparian planting and environmental education events.,https://www.nzherald.co.nz/hawkes-bay-today/central-hawkes-bay-mail/takapau-community-turns-out-to-help-plant-3000-native-plants/P6AMOBXW3FBEXO7Z7X225LHG3A/ | https://www.tukitukilandcare.org/community-riparian-restoration,2,nzherald.co.nz | tukitukilandcare.org,0,02-PEOPLE,1,1,False,55,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-billie-herries,Billie Herries,person,Hawke's Bay,,Puketitiri,individual,Farmer,Taramoa Station,,predator control | habitat restoration,Participates in family trapping and restoration work at Taramoa Station.,https://predatorfreenz.org/stories/taramoa-station-dan-herries/,1,predatorfreenz.org,1,02-PEOPLE,1,1,False,60,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-bob-harris,Bob Harris,person,Hawke's Bay,,Havelock North,individual,Volunteer,Karituwhenua Stream Landcare Group,,urban restoration,Volunteer involved in stream restoration and management of urban water catchments.,https://www.readkong.com/page/wings-and-wildlife-biodiversity-9439841,1,readkong.com,0,02-PEOPLE,1,1,False,51,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-bruce-wills,Bruce Wills,person,Hawke's Bay,,Hawke's Bay,individual,Farmer,Cape to City,,predator control | native planting,Active participant in predator control and native tree planting on farmland.,https://www.pfhb.nz/news-and-events/article/17/farmers-back-a-pioneering-environmental-restoration-project,1,pfhb.nz,0,02-PEOPLE,1,1,False,51,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-cam-ormsby,Cam Ormsby,person,Hawke's Bay,,Waiohiki,individual,Nursery operator,,,native nursery | native planting | freshwater restoration,Grows and plants native trees for urban waterways and farm streams.,https://www.biodiversityhb.org/news-and-events/latest-news/article/83/our-story-about-native-tree-planting-cam-and-hinewai-ormsby,1,biodiversityhb.org,0,02-PEOPLE,1,1,False,54,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-campbell-leckie,Campbell Leckie,person,Hawke's Bay,,Mahia,individual,Project Manager,Cape to City,,ecological restoration | pest management | predator control | biodiversity restoration | pest control | biosecurity,"Formerly held management roles for Cape to City, Poutiri Ao ō Tāne, and Whakatipu Mahia projects.",https://www.predatorfreerakiura.org.nz/about-us/stories/announcing-our-new-project-director/ | https://www.pfhb.nz/news-and-events/article/17/farmers-back-a-pioneering-environmental-restoration-project | https://www.nzherald.co.nz/hawkes-bay-today/news/pushing-for-a-predator-free-nz/SSW7BPWZIC7DR243JA7TGQ54CE/ | https://whangawehi.com/2018/04/05/mahia-pest-free-community-meeting-14th-of-april-at-tuahuru-marae/ | https://www.scoop.co.nz/stories/PO1003/S00235/early-success-for-napier-hill-urban-biodiversity.htm,5,nzherald.co.nz | pfhb.nz | predatorfreerakiura.org.nz | scoop.co.nz | whangawehi.com,0,02-PEOPLE,1,1,False,76,A — very strong,Tier 1 — priority LM candidate,medium,enhanced_priority_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-carl-vose,Carl Vose,person,Hawke's Bay,,Havelock North,individual,Volunteer,Predator Free Urban Hawke's Bay,,predator control | community conservation,Supported local delivery of trap tunnels and community predator control.,https://predatorfreeuhb.wordpress.com/,1,predatorfreeuhb.wordpress.com,0,02-PEOPLE,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-charlie-fergus,Charlie Fergus,person,Hawke's Bay,,Te Mata Peak,individual,caretaker,Private Landowner,,native planting | habitat restoration,"Maintains a private native sanctuary on the Te Mata Peak hillside, involved in pruning and planting native species.",https://www.thesagejournal.com/stories/charlies-private-native-sanctuary-on-te-mata-o-rongokako/,1,thesagejournal.com,0,02-PEOPLE,1,1,False,58,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-chris-thorman,Chris Thorman,person,Hawke's Bay,,Maraetōtara,individual,Tutor and project founder,Eastern Institute of Technology,,predator control | ecological monitoring | environmental education,"Leads the Mōhi Bush student conservation project involving pest management, monitoring and data analysis.",https://www.biodiversityhb.org/news-and-events/latest-news/article/154/benefits-all-round-from-eit-led-project-at-mohi-bush,1,biodiversityhb.org,0,02-PEOPLE,1,1,False,61,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-colin-pirie,Colin Pirie,person,Hawke's Bay,,Hastings,individual,CEO,Habitat Biodiversity & Pest Management Ltd,,biodiversity management | pest management | landscaping,CEO of a company providing biodiversity and sustainable land management consultancy and contracting.,https://linkedin.com/in/colin-pirie-aab32a40,1,linkedin.com,0,02-PEOPLE,1,1,False,55,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-colin-tyler,Colin Tyler,person,Hawke's Bay,,Tukipo,individual,Chairman,Tukipo Sub-Catchment,,catchment management | freshwater restoration | wetland restoration | riparian planting,Involved in Tukipo sub-catchment activities and presented on catchment groups.,https://www.tukitukilandcare.org/post/locals-backing-locals-where-farming-environment-and-community-connect | https://www.nzherald.co.nz/hawkes-bay-today/central-hawkes-bay-mail/constructed-wetland-in-ashley-clinton-enhances-waterway-health-and-biodiversity/MIPUMV4EYVHY5HW2HSIPHE54X4/ | https://www.nzherald.co.nz/hawkes-bay-today/news/large-wetland-being-created-in-central-hawkes-bay/NBVGMCWKWYUTDRUXAWDUMLB36E/ | https://www.nzherald.co.nz/hawkes-bay-today/news/two-hawkes-bay-waterways-groups-receive-414m-government-funding/I7C72OJAJMYSYI5FIVYHF3MP44/,4,nzherald.co.nz | tukitukilandcare.org,0,02-PEOPLE,1,1,False,79,A — very strong,Tier 1 — priority LM candidate,medium,enhanced_priority_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-connie-norgate,Connie Norgate,person,Hawke's Bay,,Napier,individual,Ahuriri-Napier Operations Manager,Department of Conservation,,species reintroduction,Oversees Department of Conservation operations including species reintroduction and field management.,https://www.pfhb.nz/assets/Article-Documents/Poutiri-Ao-o-Tane-Newsletter-Nov-2018.pdf,1,pfhb.nz,0,02-PEOPLE,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-conrad-lloyd-bird,Conrad Lloyd-Bird,person,Hawke's Bay,,Wairoa,individual,Land Management Advisor,Groundtruth Limited,https://groundtruth.co.nz/,native forest restoration | biodiversity restoration | erosion control,"Manages on-the-ground native forest restoration, biodiversity improvement and erosion-control projects.",https://www.linkedin.com/in/conrad-lloyd-bird-821623187,1,linkedin.com,0,02-PEOPLE,1,1,False,56,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-coral-buddo,Coral Buddo,person,Hawke's Bay,,Napier,individual,Joint owner,Plant Hawke’s Bay,,native nursery | ecological restoration,Operates native plant nursery focused on eco-sourced vegetation for restoration.,https://nzfetrust.org.nz/stories/rob-coral-buddo-marie-taylor/,1,nzfetrust.org.nz,0,02-PEOPLE,1,1,False,58,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-dan-herries,Dan Herries,person,Hawke's Bay,,Puketitiri,individual,Farm manager,Taramoa Station,,predator control | kiwi protection | native planting,Maintains predator-trapping networks protecting kiwi and carries out on-farm restoration planting.,https://predatorfreenz.org/stories/taramoa-station-dan-herries/,1,predatorfreenz.org,1,02-PEOPLE,1,1,False,66,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-david-belcher,David Belcher,person,Hawke's Bay,,Hastings,individual,Volunteer,Forest and Bird,,predator control | native planting | urban restoration,"Extensive service in pest control, infrastructure maintenance, and branch planting coordination at reserves.",https://www.forestandbird.org.nz/resources/ti-kouka-2023-award-winners,1,forestandbird.org.nz,1,02-PEOPLE,1,1,False,66,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Evidence and locality sufficient for LM staging review.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-david-harrington,David Harrington,person,Hawke's Bay,,Kaweka Forest Park,individual,Trustee,ECOED,,kiwi conservation | wildlife monitoring,Supports kiwi conservation and nest-site management.,https://www.ecoed.org.nz/routine-field-trip-ends-with-unexpected-chick-find/,1,ecoed.org.nz,0,02-PEOPLE,1,1,False,55,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-deb,Deb,person,Hawke's Bay,,Kaweka Forest Park,individual,Kiwi Manager,ECOED,,kiwi conservation | monitoring,"Manages kiwi release and monitoring, including locating nests and coordinating volunteer activities.",https://www.ecoed.org.nz/a-tale-of-two-frankies/,1,ecoed.org.nz,0,02-PEOPLE,1,1,False,51,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-deb-harrington,Deb Harrington,person,Hawke's Bay,,Kaweka Forest Park,individual,Kiwi manager,ECOED,,kiwi conservation | wildlife monitoring,"Manages kiwi recovery, nest checks and volunteer field activities.",https://www.ecoed.org.nz/routine-field-trip-ends-with-unexpected-chick-find/,1,ecoed.org.nz,0,02-PEOPLE,1,1,False,55,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-diane-alexander,Diane Alexander,person,Hawke's Bay,,Puketapu,individual,,,,wetland restoration,Restoration of a 12ha area of dried-out swamp into a wetland,https://www.nzherald.co.nz/hawkes-bay-today/news/hawkes-bay-couple-receive-regional-council-environmental-award-for-puketapu-wetland-restoration/TIWYH35KZCHJENI7KLVIMODE6Q/,1,nzherald.co.nz,0,02-PEOPLE,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-dinusha-jayathilake,Dinusha Jayathilake,person,Hawke's Bay,,Napier,individual,Environmental Management lecturer,Eastern Institute of Technology,,freshwater monitoring | eDNA monitoring | environmental education,Leads eDNA monitoring and field surveys for native freshwater species in Hawke's Bay waterways.,https://www.eit.ac.nz/2025/08/eit-researchers-discover-locally-rare-native-fish-in-napier-pond/,1,eit.ac.nz,0,02-PEOPLE,1,1,False,54,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-doug-snelling,Doug Snelling,person,Hawke's Bay,,Crownthorpe,individual,landowner,,,native planting | freshwater restoration,Working with a group of local landowners to stabilise stream banks at Okawa Stream by planting sedges.,https://www.biodiversityhb.org/news-and-events/latest-news/,1,biodiversityhb.org,0,02-PEOPLE,1,1,False,54,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-edward-ridgway-cross,Edward Ridgway-Cross,person,Hawke's Bay,,Napier,individual,Ranger,Department of Conservation,https://doc.govt.nz,conservation | land management,Ranger at the Department of Conservation involved in practical conservation and land management.,https://www.linkedin.com/in/edward-ridgway-cross-997188286,1,linkedin.com,0,02-PEOPLE,1,1,False,56,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-ewen-mcgregor,Ewen McGregor,person,Hawke's Bay,,Waipawa,individual,Farmer,NZ Farm Forestry Association,,native planting | wetland restoration,"Practising silvopastoralism by integrating trees into farming, constructing dams/wetlands and planting native totara and cabbage trees.",https://c.pool.nzffa.org.nz/farm-forestry-model/tree-grower-articles/august-2013/landcare-trust-award-for-innovation-in-farm-forestry-2013/,1,c.pool.nzffa.org.nz,0,02-PEOPLE,1,1,False,58,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-gerald-wilson,Gerald Wilson,person,Hawke's Bay,,Tikokino,individual,Farmer,Kanui Station,,wetland restoration | native planting,Created and maintains more than 20 hectares of wetlands and native-bush blocks.,https://www.farmersweekly.co.nz/people/hawkes-bay-wetland-becomes-a-generational-treasure/,1,farmersweekly.co.nz,0,02-PEOPLE,1,1,False,55,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-gill-snelling,Gill Snelling,person,Hawke's Bay,,Crownthorpe,individual,landowner,,,native planting | freshwater restoration,Working with a group of local landowners to stabilise stream banks at Okawa Stream by planting sedges.,https://www.biodiversityhb.org/news-and-events/latest-news/,1,biodiversityhb.org,0,02-PEOPLE,1,1,False,54,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-grant-charteris,Grant Charteris,person,Hawke's Bay,,Tikokino,individual,Farmer,Forest Road Farm,,native planting | riparian fencing | erosion control,"Carries out environmental enhancement including fencing, native planting and sediment management.",https://www.nzherald.co.nz/hawkes-bay-today/news/farmer-focus-tukituki-land-care-shares-farmers-passion-for-the-land/TEXWWPGTZVBUFEKDSJQIPY3WJ4/,1,nzherald.co.nz,0,02-PEOPLE,1,1,False,61,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-hans-rook,Hans Rook,person,Hawke's Bay,,Mahia,individual,Bird and wetland specialist,,,wetland restoration | wildlife protection | environmental education,"Contributes wetland and wildlife expertise, including whitebait-spawning and water-testing education.",https://whangawehi.com/wp-content/uploads/2014/04/whangawehinewsletterapril2016.pdf | https://www.nzherald.co.nz/hawkes-bay-today/news/bringing-back-bittern-hawkes-bays-efforts-to-save-rare-bird/7UQCDCP6LJBIHFMOU6DTFTBIOU/,2,nzherald.co.nz | whangawehi.com,0,02-PEOPLE,1,1,False,69,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
exg-hawke-s-bay-heidi-stiefel,Heidi Stiefel,person,Hawke's Bay,,Napier,individual,Project manager,Predator Free Napier Hill,,predator control | trapping | urban biodiversity,Runs backyard and park trapping to suppress introduced pests and support native birdlife.,https://www.biodiversityhb.org/projects-funding-and-resources/predator-free-napier-hill/,1,biodiversityhb.org,0,02-PEOPLE,1,1,False,52,B — strong,Tier 2 — credible candidate,medium,enhanced_credible_located,Public evidence exists; stronger primary/sector source desirable.,staged_for_locality_resolution,discovered,unverified,not_resolved,,,,,NI-LATEST-FIVE-001,enhanced Tier 1/2 + locality evidence
